Section Name,Description,Company Name,Text Information
Marktplätze/ Portale (erweitert),"Wählen Sie hier die Portale, zu welchen die von Ihnen gesuchte Software eine Schnittstelle
(Bestellübermittlung, Artikelaustausch) besitzt.",Shopware Connect (bepado),"Gibt an, ob für den Tarif eine funktionierende Anbindung an das interaktive Händlernetzwerk bepado existiert."
Marktplätze/ Portale (erweitert),"Wählen Sie hier die Portale, zu welchen die von Ihnen gesuchte Software eine Schnittstelle
(Bestellübermittlung, Artikelaustausch) besitzt.",yatego.de,"Gibt an, ob der Tarif eine funktionsfertige Multichanel-Anbindung an die jeweilige Verkausplatform beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Marktplätze/ Portale (erweitert),"Wählen Sie hier die Portale, zu welchen die von Ihnen gesuchte Software eine Schnittstelle
(Bestellübermittlung, Artikelaustausch) besitzt.",Zalando.de,"Gibt an, ob der Tarif eine existierende Schnittstelle zum Markplatz Zalando beinhaltet."
Marktplätze/ Portale (erweitert),"Wählen Sie hier die Portale, zu welchen die von Ihnen gesuchte Software eine Schnittstelle
(Bestellübermittlung, Artikelaustausch) besitzt.",zentralverkauf.de,"Gibt an, ob der Tarif eine existierende Schnittstelle zum Markplatz Zalando beinhaltet."
Multichannel - Funktionen (erweitert),,Amazon Seller Fulfilled Prime/ Prime Fulfillment by Merchant (FBM)/ MFN Prime,"Damit ist es ausgesuchten Händlern möglich, Prime-Artikel direkt aus den eigenen Lägern zu versenden."
Multichannel - Funktionen (erweitert),,Automatisches Rechnungslayout je nach Vertriebsweg/ -Channel,"Lassen Sie, z.B. bei Verkäufen über ebay das ebay Logo oder einen Zusatztext automatisiert auf Ihrer Rechnung erscheinen."
Multichannel - Funktionen (erweitert),,Kanalsteuerung für Produkte,"Gibt an, ob der Tarif eine selektive Darstellung der Produkte je Verkaufskanal beinhaltet."
Multichannel - Funktionen (erweitert),,"Lieferung in Filiale - Funktion (Click&Collect, Order Online & Pickup in Store)","Gibt an, ob der Tarif die Abholung der online bestellten Produkte in der Filiale ermöglicht."
Multichannel - Funktionen (erweitert),,Lokale Bestände in Filialen in Echtzeit anbindbar,Kunden können im Onlineshop die Verfügbarkeit in Ihrer Filiale prüfen
Multichannel - Funktionen (erweitert),,Mobile Warenkörbe an Desktop senden (z.B. per E-Mail),Kunden können im Onlineshop die Verfügbarkeit in Ihrer Filiale prüfen
Multichannel - Funktionen (erweitert),,Nachbestell-Funktion für Filialen /Nachschub,Nachbestellen und Kaufen von Produkten im Ladenlokal über die E-Commerce-Plattform.
Multichannel - Funktionen (erweitert),,Online bestellen - Versand durch Filialen Online Bestellen - Fulfillment durch bestimmte Filiale,Nachbestellen und Kaufen von Produkten im Ladenlokal über die E-Commerce-Plattform.
Multichannel - Funktionen (erweitert),,PAN-EU FBA Amazon,Nachbestellen und Kaufen von Produkten im Ladenlokal über die E-Commerce-Plattform.
Multichannel - Funktionen (erweitert),,Unterschiedliche Preise je Verkaufskanal,"Gibt an, ob Sie für Ihre Produkte, die auf unterschiedlichen Verkaufskanälen (Webshop, ebay, amazon, etc.) gelistet sind, unterschiedliche Preise definieren können."
Multichannel-Funktionalität für eBay,,Automatische ebay - Bewertungen,
Multichannel-Funktionalität für eBay,,Direkte Unterstützung der eBay-Fahrzeugverwendungsliste (FVL) (nativ),
Multichannel-Funktionalität für eBay,,Direkte Unterstützung der Motorradverwendungslisten von eBay (nativ),
Multichannel-Funktionalität für eBay,,Ebay Auktionsabwicklung,
Multichannel-Funktionalität für eBay,,Einstellen auf internationalen eBay-Marktplätzen aus System heraus (Länderportale getrennt ansprechbar),"Gibt an, ob Sie Ihre Produkte gezielt auf einzelnen ebay Länderportalen anbieten können."
Multichannel-Funktionalität für eBay,,Mehrere Ebay-Accounts anbindbar/ verwaltbar (Anzahl),"Gibt an, ob und wie viele Ebay Verkäuferkonten mit dem Shop-Tarif verwaltet werden können."
Multichannel-Funktionalität für Amazon,,amazon Länderportale getrennt ansprechbar,"Gibt an, ob Sie Ihre Produkte gezielt auf einzelnen amazon Länderportalen anbieten können."
Multichannel-Funktionalität für Amazon,,Automatische Übertragung von Versandbestätigungen inkl. Sendungsnummer zu Amazon,"Gibt an, ob Sie Ihre Produkte gezielt auf einzelnen amazon Länderportalen anbieten können."
Multichannel-Funktionalität für Amazon,,Direkte Preisanpassung auch für laufende Amazon-Angebote,"Gibt an, ob Sie Ihre Produkte gezielt auf einzelnen amazon Länderportalen anbieten können."
Multichannel-Funktionalität für Amazon,,Optimiert für Amazon SEO,"Gibt an, ob Sie Ihre Produkte gezielt auf einzelnen amazon Länderportalen anbieten können."
Multichannel-Funktionalität für Amazon,,VAT calculation service VCS - Umsatzsteuerberechnungsservice,"Gibt an, ob Sie Ihre Produkte gezielt auf einzelnen amazon Länderportalen anbieten können."
Zahlungsanbieter,"Gibt an, ob im jeweilige Tarif bereits eine funktionsfertige Anbindung an die folgenden Zahlungsanbieter enthalten ist.
Angegebene Werte entsprechen Zusatzkosten pro Monat.",2Checkout (Hosted),"Gibt an, ob der Tarif eine funktionsfertige Anbindung an den jeweiligen Zahlungsanbieter ohne Code-Anpassungen beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Zahlungsanbieter,"Gibt an, ob im jeweilige Tarif bereits eine funktionsfertige Anbindung an die folgenden Zahlungsanbieter enthalten ist.
Angegebene Werte entsprechen Zusatzkosten pro Monat.",abaqoos - Zahlungsanbieter,"Gibt an, ob der Tarif eine funktionsfertige Anbindung an den jeweiligen Zahlungsanbieter ohne Code-Anpassungen beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Zahlungsanbieter,"Gibt an, ob im jeweilige Tarif bereits eine funktionsfertige Anbindung an die folgenden Zahlungsanbieter enthalten ist.
Angegebene Werte entsprechen Zusatzkosten pro Monat.",adyen Payment Provider,"Gibt an, ob der Tarif eine funktionsfertige Anbindung an den jeweiligen Zahlungsanbieter ohne Code-Anpassungen beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Zahlungsanbieter,"Gibt an, ob im jeweilige Tarif bereits eine funktionsfertige Anbindung an die folgenden Zahlungsanbieter enthalten ist.
Angegebene Werte entsprechen Zusatzkosten pro Monat.",Alipay Global,"Gibt an, ob der Tarif eine funktionsfertige Anbindung an den jeweiligen Zahlungsanbieter ohne Code-Anpassungen beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Zahlungsanbieter,"Gibt an, ob im jeweilige Tarif bereits eine funktionsfertige Anbindung an die folgenden Zahlungsanbieter enthalten ist.
Angegebene Werte entsprechen Zusatzkosten pro Monat.",Alliedwallet,"Gibt an, ob der Tarif eine funktionsfertige Anbindung an den jeweiligen Zahlungsanbieter ohne Code-Anpassungen beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Zahlungsanbieter,"Gibt an, ob im jeweilige Tarif bereits eine funktionsfertige Anbindung an die folgenden Zahlungsanbieter enthalten ist.
Angegebene Werte entsprechen Zusatzkosten pro Monat.",amazon pay,"Gibt an, ob der Tarif eine funktionsfertige Anbindung an den jeweiligen Zahlungsanbieter ohne Code-Anpassungen beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Zahlungsanbieter,"Gibt an, ob im jeweilige Tarif bereits eine funktionsfertige Anbindung an die folgenden Zahlungsanbieter enthalten ist.
Angegebene Werte entsprechen Zusatzkosten pro Monat.",Authorize.net,"Gibt an, ob der Tarif eine funktionsfertige Anbindung an den jeweiligen Zahlungsanbieter ohne Code-Anpassungen beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Zahlungsanbieter,"Gibt an, ob im jeweilige Tarif bereits eine funktionsfertige Anbindung an die folgenden Zahlungsanbieter enthalten ist.
Angegebene Werte entsprechen Zusatzkosten pro Monat.",B+S Card-Service,"Gibt an, ob der Tarif eine funktionsfertige Anbindung an den jeweiligen Zahlungsanbieter ohne Code-Anpassungen beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Zahlungsanbieter,"Gibt an, ob im jeweilige Tarif bereits eine funktionsfertige Anbindung an die folgenden Zahlungsanbieter enthalten ist.
Angegebene Werte entsprechen Zusatzkosten pro Monat.",BARPAY,"Gibt an, ob der Tarif eine funktionsfertige Anbindung an den jeweiligen Zahlungsanbieter ohne Code-Anpassungen beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Zahlungsanbieter,"Gibt an, ob im jeweilige Tarif bereits eine funktionsfertige Anbindung an die folgenden Zahlungsanbieter enthalten ist.
Angegebene Werte entsprechen Zusatzkosten pro Monat.",Barzahlen (Bezahldienst),"Gibt an, ob der Tarif eine funktionsfertige Anbindung an den jeweiligen Zahlungsanbieter ohne Code-Anpassungen beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Zahlungsanbieter,"Gibt an, ob im jeweilige Tarif bereits eine funktionsfertige Anbindung an die folgenden Zahlungsanbieter enthalten ist.
Angegebene Werte entsprechen Zusatzkosten pro Monat.",BeanStream,"Gibt an, ob der Tarif eine funktionsfertige Anbindung an den jeweiligen Zahlungsanbieter ohne Code-Anpassungen beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Zahlungsanbieter,"Gibt an, ob im jeweilige Tarif bereits eine funktionsfertige Anbindung an die folgenden Zahlungsanbieter enthalten ist.
Angegebene Werte entsprechen Zusatzkosten pro Monat.",Bigcommerce Payments,"Gibt an, ob der Tarif eine funktionsfertige Anbindung an den jeweiligen Zahlungsanbieter ohne Code-Anpassungen beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Zahlungsanbieter,"Gibt an, ob im jeweilige Tarif bereits eine funktionsfertige Anbindung an die folgenden Zahlungsanbieter enthalten ist.
Angegebene Werte entsprechen Zusatzkosten pro Monat.",Billpay,"Gibt an, ob der Tarif eine funktionsfertige Anbindung an den jeweiligen Zahlungsanbieter ohne Code-Anpassungen beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Zahlungsanbieter,"Gibt an, ob im jeweilige Tarif bereits eine funktionsfertige Anbindung an die folgenden Zahlungsanbieter enthalten ist.
Angegebene Werte entsprechen Zusatzkosten pro Monat.",BillSAFE,"Gibt an, ob der Tarif eine funktionsfertige Anbindung an den jeweiligen Zahlungsanbieter ohne Code-Anpassungen beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Zahlungsanbieter,"Gibt an, ob im jeweilige Tarif bereits eine funktionsfertige Anbindung an die folgenden Zahlungsanbieter enthalten ist.
Angegebene Werte entsprechen Zusatzkosten pro Monat.",bitcoin,"Gibt an, ob der Tarif eine funktionsfertige Anbindung an den jeweiligen Zahlungsanbieter ohne Code-Anpassungen beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Zahlungsanbieter,"Gibt an, ob im jeweilige Tarif bereits eine funktionsfertige Anbindung an die folgenden Zahlungsanbieter enthalten ist.
Angegebene Werte entsprechen Zusatzkosten pro Monat.",Bluepay,"Gibt an, ob der Tarif eine funktionsfertige Anbindung an den jeweiligen Zahlungsanbieter ohne Code-Anpassungen beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Zahlungsanbieter,"Gibt an, ob im jeweilige Tarif bereits eine funktionsfertige Anbindung an die folgenden Zahlungsanbieter enthalten ist.
Angegebene Werte entsprechen Zusatzkosten pro Monat.",BPAY,"Gibt an, ob der Tarif eine funktionsfertige Anbindung an den jeweiligen Zahlungsanbieter ohne Code-Anpassungen beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Zahlungsanbieter,"Gibt an, ob im jeweilige Tarif bereits eine funktionsfertige Anbindung an die folgenden Zahlungsanbieter enthalten ist.
Angegebene Werte entsprechen Zusatzkosten pro Monat.",Braintree,"Gibt an, ob der Tarif eine funktionsfertige Anbindung an den jeweiligen Zahlungsanbieter ohne Code-Anpassungen beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Zahlungsanbieter,"Gibt an, ob im jeweilige Tarif bereits eine funktionsfertige Anbindung an die folgenden Zahlungsanbieter enthalten ist.
Angegebene Werte entsprechen Zusatzkosten pro Monat.",BUCKAROO,"Gibt an, ob der Tarif eine funktionsfertige Anbindung an den jeweiligen Zahlungsanbieter ohne Code-Anpassungen beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Zahlungsanbieter,"Gibt an, ob im jeweilige Tarif bereits eine funktionsfertige Anbindung an die folgenden Zahlungsanbieter enthalten ist.
Angegebene Werte entsprechen Zusatzkosten pro Monat.",Caledon,"Gibt an, ob der Tarif eine funktionsfertige Anbindung an den jeweiligen Zahlungsanbieter ohne Code-Anpassungen beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Zahlungsanbieter,"Gibt an, ob im jeweilige Tarif bereits eine funktionsfertige Anbindung an die folgenden Zahlungsanbieter enthalten ist.
Angegebene Werte entsprechen Zusatzkosten pro Monat.",CARDINALCOMMERCE,"Gibt an, ob der Tarif eine funktionsfertige Anbindung an den jeweiligen Zahlungsanbieter ohne Code-Anpassungen beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Zahlungsanbieter,"Gibt an, ob im jeweilige Tarif bereits eine funktionsfertige Anbindung an die folgenden Zahlungsanbieter enthalten ist.
Angegebene Werte entsprechen Zusatzkosten pro Monat.",Cardstream,"Gibt an, ob der Tarif eine funktionsfertige Anbindung an den jeweiligen Zahlungsanbieter ohne Code-Anpassungen beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Zahlungsanbieter,"Gibt an, ob im jeweilige Tarif bereits eine funktionsfertige Anbindung an die folgenden Zahlungsanbieter enthalten ist.
Angegebene Werte entsprechen Zusatzkosten pro Monat.",cashcloud,"Gibt an, ob der Tarif eine funktionsfertige Anbindung an den jeweiligen Zahlungsanbieter ohne Code-Anpassungen beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Zahlungsanbieter,"Gibt an, ob im jeweilige Tarif bereits eine funktionsfertige Anbindung an die folgenden Zahlungsanbieter enthalten ist.
Angegebene Werte entsprechen Zusatzkosten pro Monat.",CASHU,"Gibt an, ob der Tarif eine funktionsfertige Anbindung an den jeweiligen Zahlungsanbieter ohne Code-Anpassungen beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Zahlungsanbieter,"Gibt an, ob im jeweilige Tarif bereits eine funktionsfertige Anbindung an die folgenden Zahlungsanbieter enthalten ist.
Angegebene Werte entsprechen Zusatzkosten pro Monat.",Chase Paymentech (orbital),"Gibt an, ob der Tarif eine funktionsfertige Anbindung an den jeweiligen Zahlungsanbieter ohne Code-Anpassungen beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Zahlungsanbieter,"Gibt an, ob im jeweilige Tarif bereits eine funktionsfertige Anbindung an die folgenden Zahlungsanbieter enthalten ist.
Angegebene Werte entsprechen Zusatzkosten pro Monat.",ChronoPay Page (Hosted),"Gibt an, ob der Tarif eine funktionsfertige Anbindung an den jeweiligen Zahlungsanbieter ohne Code-Anpassungen beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Zahlungsanbieter,"Gibt an, ob im jeweilige Tarif bereits eine funktionsfertige Anbindung an die folgenden Zahlungsanbieter enthalten ist.
Angegebene Werte entsprechen Zusatzkosten pro Monat.",ClickandBuy/ Direkt Überweisung,"Gibt an, ob der Tarif eine funktionsfertige Anbindung an den jeweiligen Zahlungsanbieter ohne Code-Anpassungen beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Zahlungsanbieter,"Gibt an, ob im jeweilige Tarif bereits eine funktionsfertige Anbindung an die folgenden Zahlungsanbieter enthalten ist.
Angegebene Werte entsprechen Zusatzkosten pro Monat.",computop,"Gibt an, ob der Tarif eine funktionsfertige Anbindung an den jeweiligen Zahlungsanbieter ohne Code-Anpassungen beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Zahlungsanbieter,"Gibt an, ob im jeweilige Tarif bereits eine funktionsfertige Anbindung an die folgenden Zahlungsanbieter enthalten ist.
Angegebene Werte entsprechen Zusatzkosten pro Monat.",Concardis,"Gibt an, ob der Tarif eine funktionsfertige Anbindung an den jeweiligen Zahlungsanbieter ohne Code-Anpassungen beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Zahlungsanbieter,"Gibt an, ob im jeweilige Tarif bereits eine funktionsfertige Anbindung an die folgenden Zahlungsanbieter enthalten ist.
Angegebene Werte entsprechen Zusatzkosten pro Monat.",creditpass,Payment Solution Provider mit integrierter Bonitaetsauskunft
Zahlungsanbieter,"Gibt an, ob im jeweilige Tarif bereits eine funktionsfertige Anbindung an die folgenden Zahlungsanbieter enthalten ist.
Angegebene Werte entsprechen Zusatzkosten pro Monat.",curabill,"Gibt an, ob der Tarif eine funktionsfertige Anbindung an den jeweiligen Zahlungsanbieter ohne Code-Anpassungen beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Zahlungsanbieter,"Gibt an, ob im jeweilige Tarif bereits eine funktionsfertige Anbindung an die folgenden Zahlungsanbieter enthalten ist.
Angegebene Werte entsprechen Zusatzkosten pro Monat.",Cybersource,"Gibt an, ob der Tarif eine funktionsfertige Anbindung an den jeweiligen Zahlungsanbieter ohne Code-Anpassungen beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Zahlungsanbieter,"Gibt an, ob im jeweilige Tarif bereits eine funktionsfertige Anbindung an die folgenden Zahlungsanbieter enthalten ist.
Angegebene Werte entsprechen Zusatzkosten pro Monat.",CynergyData,"Gibt an, ob der Tarif eine funktionsfertige Anbindung an den jeweiligen Zahlungsanbieter ohne Code-Anpassungen beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Zahlungsanbieter,"Gibt an, ob im jeweilige Tarif bereits eine funktionsfertige Anbindung an die folgenden Zahlungsanbieter enthalten ist.
Angegebene Werte entsprechen Zusatzkosten pro Monat.",DATACASH,"Gibt an, ob der Tarif eine funktionsfertige Anbindung an den jeweiligen Zahlungsanbieter ohne Code-Anpassungen beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Zahlungsanbieter,"Gibt an, ob im jeweilige Tarif bereits eine funktionsfertige Anbindung an die folgenden Zahlungsanbieter enthalten ist.
Angegebene Werte entsprechen Zusatzkosten pro Monat.",datatrans.ch,"Gibt an, ob der Tarif eine funktionsfertige Anbindung an den jeweiligen Zahlungsanbieter ohne Code-Anpassungen beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Zahlungsanbieter,"Gibt an, ob im jeweilige Tarif bereits eine funktionsfertige Anbindung an die folgenden Zahlungsanbieter enthalten ist.
Angegebene Werte entsprechen Zusatzkosten pro Monat.",Dibspayment,"Gibt an, ob der Tarif eine funktionsfertige Anbindung an den jeweiligen Zahlungsanbieter ohne Code-Anpassungen beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Zahlungsanbieter,"Gibt an, ob im jeweilige Tarif bereits eine funktionsfertige Anbindung an die folgenden Zahlungsanbieter enthalten ist.
Angegebene Werte entsprechen Zusatzkosten pro Monat.",DirectOne,"Gibt an, ob der Tarif eine funktionsfertige Anbindung an den jeweiligen Zahlungsanbieter ohne Code-Anpassungen beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Zahlungsanbieter,"Gibt an, ob im jeweilige Tarif bereits eine funktionsfertige Anbindung an die folgenden Zahlungsanbieter enthalten ist.
Angegebene Werte entsprechen Zusatzkosten pro Monat.",docdata payments,"Gibt an, ob der Tarif eine funktionsfertige Anbindung an den jeweiligen Zahlungsanbieter ohne Code-Anpassungen beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Zahlungsanbieter,"Gibt an, ob im jeweilige Tarif bereits eine funktionsfertige Anbindung an die folgenden Zahlungsanbieter enthalten ist.
Angegebene Werte entsprechen Zusatzkosten pro Monat.",dotpay,Polnischer Zahlungsanbieter
Zahlungsanbieter,"Gibt an, ob im jeweilige Tarif bereits eine funktionsfertige Anbindung an die folgenden Zahlungsanbieter enthalten ist.
Angegebene Werte entsprechen Zusatzkosten pro Monat.",Dwolla,Polnischer Zahlungsanbieter
Zahlungsanbieter,"Gibt an, ob im jeweilige Tarif bereits eine funktionsfertige Anbindung an die folgenden Zahlungsanbieter enthalten ist.
Angegebene Werte entsprechen Zusatzkosten pro Monat.",epay,"Gibt an, ob der Tarif eine funktionsfertige Anbindung an den jeweiligen Zahlungsanbieter ohne Code-Anpassungen beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Zahlungsanbieter,"Gibt an, ob im jeweilige Tarif bereits eine funktionsfertige Anbindung an die folgenden Zahlungsanbieter enthalten ist.
Angegebene Werte entsprechen Zusatzkosten pro Monat.",eProcessingNetwork,"Gibt an, ob der Tarif eine funktionsfertige Anbindung an den jeweiligen Zahlungsanbieter ohne Code-Anpassungen beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Zahlungsanbieter,"Gibt an, ob im jeweilige Tarif bereits eine funktionsfertige Anbindung an die folgenden Zahlungsanbieter enthalten ist.
Angegebene Werte entsprechen Zusatzkosten pro Monat.",eps Onlineüberweisung AT,"Gibt an, ob der Tarif eine funktionsfertige Anbindung an den jeweiligen Zahlungsanbieter ohne Code-Anpassungen beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Zahlungsanbieter,"Gibt an, ob im jeweilige Tarif bereits eine funktionsfertige Anbindung an die folgenden Zahlungsanbieter enthalten ist.
Angegebene Werte entsprechen Zusatzkosten pro Monat.",Euteller,"Gibt an, ob der Tarif eine funktionsfertige Anbindung an den jeweiligen Zahlungsanbieter ohne Code-Anpassungen beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Zahlungsanbieter,"Gibt an, ob im jeweilige Tarif bereits eine funktionsfertige Anbindung an die folgenden Zahlungsanbieter enthalten ist.
Angegebene Werte entsprechen Zusatzkosten pro Monat.",evopayments (ehem. Deutsche Card Services),"Gibt an, ob der Tarif eine funktionsfertige Anbindung an den jeweiligen Zahlungsanbieter ohne Code-Anpassungen beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Zahlungsanbieter,"Gibt an, ob im jeweilige Tarif bereits eine funktionsfertige Anbindung an die folgenden Zahlungsanbieter enthalten ist.
Angegebene Werte entsprechen Zusatzkosten pro Monat.",eWay UK (Hosted),"Gibt an, ob der Tarif eine funktionsfertige Anbindung an den jeweiligen Zahlungsanbieter ohne Code-Anpassungen beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Zahlungsanbieter,"Gibt an, ob im jeweilige Tarif bereits eine funktionsfertige Anbindung an die folgenden Zahlungsanbieter enthalten ist.
Angegebene Werte entsprechen Zusatzkosten pro Monat.",expercash,"Gibt an, ob der Tarif eine funktionsfertige Anbindung an den jeweiligen Zahlungsanbieter ohne Code-Anpassungen beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Zahlungsanbieter,"Gibt an, ob im jeweilige Tarif bereits eine funktionsfertige Anbindung an die folgenden Zahlungsanbieter enthalten ist.
Angegebene Werte entsprechen Zusatzkosten pro Monat.",FerBuy,"Gibt an, ob der Tarif eine funktionsfertige Anbindung an den jeweiligen Zahlungsanbieter ohne Code-Anpassungen beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Zahlungsanbieter,"Gibt an, ob im jeweilige Tarif bereits eine funktionsfertige Anbindung an die folgenden Zahlungsanbieter enthalten ist.
Angegebene Werte entsprechen Zusatzkosten pro Monat.",FirstData (ehem. Yourpay),"Gibt an, ob der Tarif eine funktionsfertige Anbindung an den jeweiligen Zahlungsanbieter ohne Code-Anpassungen beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Zahlungsanbieter,"Gibt an, ob im jeweilige Tarif bereits eine funktionsfertige Anbindung an die folgenden Zahlungsanbieter enthalten ist.
Angegebene Werte entsprechen Zusatzkosten pro Monat.",Giropay,"Gibt an, ob der Tarif eine funktionsfertige Anbindung an den jeweiligen Zahlungsanbieter ohne Code-Anpassungen beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Zahlungsanbieter,"Gibt an, ob im jeweilige Tarif bereits eine funktionsfertige Anbindung an die folgenden Zahlungsanbieter enthalten ist.
Angegebene Werte entsprechen Zusatzkosten pro Monat.",GoInterpay,"Gibt an, ob der Tarif eine funktionsfertige Anbindung an den jeweiligen Zahlungsanbieter ohne Code-Anpassungen beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Zahlungsanbieter,"Gibt an, ob im jeweilige Tarif bereits eine funktionsfertige Anbindung an die folgenden Zahlungsanbieter enthalten ist.
Angegebene Werte entsprechen Zusatzkosten pro Monat.",gopay - Tschechischer Zahlungsdienstleister,"Gibt an, ob der Tarif eine funktionsfertige Anbindung an den jeweiligen Zahlungsanbieter ohne Code-Anpassungen beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Zahlungsanbieter,"Gibt an, ob im jeweilige Tarif bereits eine funktionsfertige Anbindung an die folgenden Zahlungsanbieter enthalten ist.
Angegebene Werte entsprechen Zusatzkosten pro Monat.",Heartland Payment Systems,"Gibt an, ob der Tarif eine funktionsfertige Anbindung an den jeweiligen Zahlungsanbieter ohne Code-Anpassungen beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Zahlungsanbieter,"Gibt an, ob im jeweilige Tarif bereits eine funktionsfertige Anbindung an die folgenden Zahlungsanbieter enthalten ist.
Angegebene Werte entsprechen Zusatzkosten pro Monat.",Heidelpay,"Gibt an, ob der Tarif eine funktionsfertige Anbindung an den jeweiligen Zahlungsanbieter ohne Code-Anpassungen beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Zahlungsanbieter,"Gibt an, ob im jeweilige Tarif bereits eine funktionsfertige Anbindung an die folgenden Zahlungsanbieter enthalten ist.
Angegebene Werte entsprechen Zusatzkosten pro Monat.",hipay,"Gibt an, ob der Tarif eine funktionsfertige Anbindung an den jeweiligen Zahlungsanbieter ohne Code-Anpassungen beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Zahlungsanbieter,"Gibt an, ob im jeweilige Tarif bereits eine funktionsfertige Anbindung an die folgenden Zahlungsanbieter enthalten ist.
Angegebene Werte entsprechen Zusatzkosten pro Monat.",ICEPAY - Payment Provider,"Gibt an, ob der Tarif eine funktionsfertige Anbindung an den jeweiligen Zahlungsanbieter ohne Code-Anpassungen beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Zahlungsanbieter,"Gibt an, ob im jeweilige Tarif bereits eine funktionsfertige Anbindung an die folgenden Zahlungsanbieter enthalten ist.
Angegebene Werte entsprechen Zusatzkosten pro Monat.",iclear,"Gibt an, ob der Tarif eine funktionsfertige Anbindung an den jeweiligen Zahlungsanbieter ohne Code-Anpassungen beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
